,ID,Recency,Frequency,Monetary,RFM,Segment,BMI,Income,Ethnicity,Lifestage,Strata,Members,Loc
1762,446023101,523.7019797890132,76,30.82368421052631,121.0,Lost,Healthy,4000 - 4999,Chinese,Matured Families,Urban,1-3,East Coast
1763,446024101,990.7842943299343,13,171.43076923076922,114.0,Churned,Obese,>5000,Chinese,Matured Families,Urban,1-3,East Coast
1764,446026101,107.6343371937368,103,55.62427184466019,233.0,Potential Loyalists,Healthy,2000 - 2999,Chinese,Teens and Toddlers,Urban,5,East Coast
1765,447006101,112.73055598547431,109,54.03577981651376,233.0,Potential Loyalists,Over Weight,>5000,Malay,Teens Aches,Urban,1-3,East Coast
1766,448001101,297.94518007257204,123,33.17317073170731,232.0,At-Risk,Healthy,2000 - 2999,Malay,Matured Families,Urban,1-3,East Coast
1767,448003101,96.94920641068232,155,106.21870967741934,344.0,Loyalists,Over Weight,2000 - 2999,Chinese,Teens and Toddlers,Urban,5,East Coast
1768,448006101,106.30067709390839,94,35.14680851063831,332.0,Low-Spending Loyalists,Over Weight,< 1500,Malay,Matured Families,Urban,4,East Coast
1769,448007101,780.8524539527858,51,43.89803921568626,122.0,Lost,Healthy,4000 - 4999,Malay,Teens Aches,Urban,7+,East Coast
1770,448008101,150.5212973396242,81,21.20493827160494,231.0,Churned,Healthy,1500 - 1999,Malay,Teens and Toddlers,Urban,4,East Coast
1771,449003101,87.25122260556122,153,34.432026143790836,442.0,Low-Spending Loyalists,Over Weight,< 1500,Chinese,Matured Families,Urban,4,East Coast
1772,449010101,109.89080072239692,58,75.08103448275861,224.0,At-Risk,Healthy,3000 - 3999,Chinese,Teens and Toddlers,Urban,4,East Coast
1773,449013101,98.98166514180717,116,38.43965517241379,332.0,Low-Spending Loyalists,Healthy,2000 - 2999,Chinese,Empty Nesters,Urban,1-3,East Coast
1774,449019101,114.71865694185905,63,35.350793650793655,222.0,At-Risk,Obese,>5000,Malay,Matured Families,Urban,1-3,East Coast
1775,449026101,636.1713144240258,61,61.82950819672131,123.0,Churned,Healthy,>5000,Chinese,Nesting Families,Urban,6,East Coast
1776,449028101,332.95094372452445,80,37.7425,232.0,At-Risk,Healthy,< 1500,Malay,Teens and Toddlers,Urban,6,East Coast
1777,450003101,99.73657333995192,111,49.67837837837837,333.0,Loyalists,Healthy,1500 - 1999,Malay,Matured Families,Urban,4,East Coast
1778,450005101,87.25122260556122,92,37.03152173913043,432.0,Low-Spending Loyalists,Healthy,< 1500,Malay,Matured Families,Urban,1-3,East Coast
1779,450006101,106.54768743178326,87,65.25287356321839,334.0,Loyalists,Over Weight,1500 - 1999,Malay,Teens and Toddlers,Urban,7+,East Coast
1780,451001101,108.84994643050558,85,48.26470588235294,233.0,Potential Loyalists,Obese,3000 - 3999,Others,Empty Nesters,Urban,1-3,East Coast
1781,452002101,615.2716151017012,65,32.1876923076923,122.0,Lost,Over Weight,3000 - 3999,Malay,Empty Nesters,Urban,1-3,East Coast
1782,453001101,117.71077303703196,128,26.374999999999996,241.0,At-Risk,Over Weight,4000 - 4999,Malay,Matured Families,Urban,5,East Coast
1783,458028103,717.9089949653204,32,72.53125,124.0,At-Risk,Obese,1500 - 1999,Malay,Nesting Families,Rural,1-3,East Coast
1784,458037101,80.7978498267804,123,53.166666666666636,433.0,Best customers,Healthy,1500 - 1999,Chinese,Empty Nesters,Urban,1-3,East Coast
1785,458040101,80.7978498267804,151,61.0867549668874,443.0,Best customers,Over Weight,3000 - 3999,Chinese,Matured Families,Urban,5,East Coast
1786,458041103,114.58357265698403,124,56.61935483870969,233.0,Potential Loyalists,Healthy,2000 - 2999,Chinese,Matured Families,Urban,1-3,East Coast
1787,458045101,87.81400108459273,128,40.518750000000004,442.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Matured Families,Urban,1-3,East Coast
1788,458049101,80.7978498267804,137,17.499270072992708,441.0,Low-Spending Loyalists,Healthy,2000 - 2999,Chinese,Empty Nesters,Urban,1-3,East Coast
1789,458058101,116.06706882469348,105,47.92666666666664,233.0,Potential Loyalists,Over Weight,>5000,Chinese,Empty Nesters,Urban,1-3,East Coast
1790,458069101,87.25122260556122,152,53.44671052631579,443.0,Best customers,Over Weight,4000 - 4999,Malay,Empty Nesters,Rural,1-3,East Coast
1791,458072101,311.9476407863229,83,35.40843373493978,232.0,At-Risk,Obese,3000 - 3999,Others,Matured Families,Rural,4,East Coast
1792,458073101,521.9687082136212,44,31.22954545454546,121.0,Lost,Healthy,< 1500,Malay,Teens and Toddlers,Rural,5,East Coast
1793,458075101,715.5216315091423,29,114.06896551724138,124.0,At-Risk,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Rural,6,East Coast
1794,459001104,393.4887078074009,104,70.77019230769233,134.0,At-Risk,Healthy,4000 - 4999,Malay,Teens Aches,Urban,5,East Coast
1795,460012103,542.8796541152939,48,33.37916666666668,122.0,Lost,Healthy,1500 - 1999,Malay,Teens and Toddlers,Rural,5,East Coast
1796,460019101,96.94920641068232,154,37.4577922077922,342.0,Low-Spending Loyalists,Over Weight,1500 - 1999,Malay,Teens and Toddlers,Rural,7+,East Coast
1797,460031101,92.24360455365657,153,66.39215686274507,344.0,Loyalists,Over Weight,< 1500,Malay,Nesting Families,Rural,4,East Coast
1798,460035101,395.45430397179535,71,27.908450704225356,121.0,Lost,Over Weight,1500 - 1999,Malay,Teens Aches,Rural,5,East Coast
1799,461021101,110.99683458224209,89,56.024719101123594,233.0,Potential Loyalists,Under Weight,2000 - 2999,Malay,Teens and Toddlers,Rural,4,East Coast
1800,462010103,645.4020288735529,80,74.16999999999997,134.0,At-Risk,Over Weight,>5000,Chinese,Matured Families,Urban,1-3,East Coast
1801,462019101,82.88579638629777,115,74.73913043478258,434.0,Best customers,Healthy,< 1500,Malay,Empty Nesters,Rural,1-3,East Coast
1802,462036102,745.8454734836802,26,68.52307692307691,124.0,At-Risk,Healthy,2000 - 2999,Malay,Matured Families,Rural,4,East Coast
1803,462047101,110.66974314442254,128,55.496093750000014,243.0,Potential Loyalists,Healthy,< 1500,Others,Teens Aches,Rural,7+,East Coast
1804,462048101,114.03446172658886,130,57.42615384615384,243.0,Potential Loyalists,Over Weight,2000 - 2999,Malay,Nesting Families,Rural,1-3,East Coast
1805,462049101,80.7978498267804,131,32.43129770992366,442.0,Low-Spending Loyalists,Over Weight,3000 - 3999,Malay,Teens and Toddlers,Rural,4,East Coast
1806,462054101,103.62289461863156,151,90.42715231788083,344.0,Loyalists,Over Weight,2000 - 2999,Malay,Teens and Toddlers,Rural,7+,East Coast
1807,463008101,153.52204658104182,96,38.09583333333334,232.0,At-Risk,Obese,1500 - 1999,Malay,Teens Aches,Rural,6,East Coast
1808,463023101,114.03446172658886,78,38.56794871794872,232.0,At-Risk,Healthy,2000 - 2999,Malay,Teens Aches,Rural,5,East Coast
1809,463025101,120.65942523756085,71,61.0830985915493,223.0,At-Risk,Obese,1500 - 1999,Malay,Teens and Toddlers,Rural,5,East Coast
1810,464003101,107.88190108323116,128,25.672656250000003,241.0,At-Risk,Healthy,1500 - 1999,Others,Matured Families,Rural,1-3,East Coast
1811,464004101,103.97459931939349,146,109.20753424657534,344.0,Loyalists,Healthy,>5000,Chinese,Teens Aches,Rural,5,East Coast
1812,464033101,780.9790860810222,47,72.31702127659575,124.0,At-Risk,Over Weight,3000 - 3999,Malay,Teens Aches,Rural,5,East Coast
1813,464046101,1091.2984817247498,6,31.75,111.0,Lost,Under Weight,2000 - 2999,Malay,Nesting Families,Rural,1-3,East Coast
1814,465026101,612.8934018012222,47,51.344680851063835,123.0,Churned,Under Weight,< 1500,Malay,Teens and Toddlers,Urban,6,East Coast
1815,465029101,182.54928049279937,70,46.73000000000001,223.0,At-Risk,Under Weight,>5000,Malay,Nesting Families,Urban,1-3,East Coast
1816,465032101,433.24581796116297,106,84.14622641509436,134.0,At-Risk,Under Weight,3000 - 3999,Chinese,Teens Aches,Rural,6,East Coast
1817,465035101,679.7579011288842,48,98.63333333333334,124.0,At-Risk,Over Weight,2000 - 2999,Malay,Nesting Families,Urban,4,East Coast
1818,465036101,983.9834008039985,17,76.21764705882353,114.0,Churned,Obese,3000 - 3999,Malay,Teens and Toddlers,Urban,6,East Coast
1819,465038101,94.82775807701344,137,36.300729927007275,342.0,Low-Spending Loyalists,Obese,1500 - 1999,Malay,Yankys,Rural,1-3,East Coast
1820,465047101,150.56608320019606,135,38.99629629629629,242.0,At-Risk,Obese,>5000,Malay,Nesting Families,Urban,1-3,Central
1821,465056101,88.59140226414813,131,15.86335877862596,341.0,Low-Spending Loyalists,Healthy,2000 - 2999,Malay,Nesting Families,Urban,1-3,North
1822,465057101,976.7840576641593,22,21.031818181818185,111.0,Lost,Under Weight,>5000,Chinese,Matured Families,Urban,1-3,Central
1823,800000301,87.81400108459273,121,13.084297520661154,431.0,Low-Spending Loyalists,Under Weight,< 1500,Malay,Matured Families,Urban,1-3,North
1824,800008701,85.20779609353276,127,19.60551181102362,441.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Yankys,Urban,1-3,Central
1825,800009201,574.960186783394,47,33.572340425531934,122.0,Lost,Over Weight,>5000,Others,Nesting Families,Urban,5,East Coast
1826,800017401,101.3554122404115,107,28.046728971962605,331.0,Potential Loyalists,Over Weight,>5000,Malay,Yankys,Urban,1-3,Central
1827,800025401,888.160834011633,20,14.35,111.0,Lost,Under Weight,>5000,Malay,Empty Nesters,Urban,1-3,North
1828,800029302,93.85884956997977,93,77.2591397849462,334.0,Loyalists,Under Weight,2000 - 2999,Malay,Nesting Families,Urban,4,Central
1829,800041701,955.8796387104734,20,49.30500000000001,113.0,Churned,Under Weight,1500 - 1999,Others,Nesting Families,Urban,7+,North
1830,800045501,82.88579638629777,155,19.430322580645168,441.0,Low-Spending Loyalists,Healthy,2000 - 2999,Chinese,Empty Nesters,Urban,1-3,South
1831,800045601,820.3845697621084,20,59.985,113.0,Churned,Under Weight,>5000,Malay,Teens and Toddlers,Urban,5,North
1832,800045701,100.94059179888768,3,55.93333333333334,313.0,At-Risk,Under Weight,1500 - 1999,Malay,Teens and Toddlers,Urban,7+,North
1833,800046001,1112.1525796447029,7,101.61428571428571,114.0,Churned,Healthy,2000 - 2999,Malay,Teens Aches,Urban,4,North
1834,800061401,90.33872358219813,143,47.31958041958044,343.0,Loyalists,Under Weight,3000 - 3999,Chinese,Teens Aches,Urban,1-3,Central
1835,800063501,109.66953159779173,2,146.9,214.0,At-Risk,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,4,East Coast
1836,800064201,1014.2315709132188,22,66.31363636363636,114.0,Churned,Under Weight,>5000,Chinese,Teens and Toddlers,Urban,7+,Central
1837,800064801,1151.9858215847564,4,6.35,111.0,Lost,Under Weight,1500 - 1999,Malay,Matured Families,Rural,1-3,North
1838,800064901,109.89121476563103,2,9.8,211.0,Lost,Under Weight,1500 - 1999,Malay,Yankys,Urban,1-3,North
1839,800068501,339.2296283600965,106,83.25660377358489,234.0,At-Risk,Over Weight,>5000,Malay,Nesting Families,Urban,4,East Coast
1840,800068601,926.4395369765894,23,19.530434782608694,111.0,Lost,Under Weight,1500 - 1999,Malay,Matured Families,Urban,4,Central
1841,800068701,1067.9847063977277,13,56.43846153846154,113.0,Churned,Healthy,4000 - 4999,Malay,Teens and Toddlers,Urban,5,North
1842,800068801,190.4642387342109,118,22.752542372881365,231.0,Churned,Healthy,< 1500,Malay,Nesting Families,Urban,5,South
1843,800072001,541.7970809401921,24,31.69166666666666,111.0,Lost,Healthy,>5000,Chinese,Nesting Families,Urban,1-3,Central
1844,800072101,110.92690585865887,128,35.935937499999994,242.0,At-Risk,Healthy,2000 - 2999,Malay,Teens and Toddlers,Urban,5,Central
1845,800072701,100.56223301618147,3,29.8,311.0,New customers,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,4,Central
1846,800073501,769.0251857081138,26,55.619230769230775,123.0,Churned,Healthy,>5000,Chinese,Matured Families,Urban,6,South
1847,800074501,122.3791839520941,128,124.19062499999993,244.0,Potential Loyalists,Obese,>5000,Malay,Nesting Families,Urban,1-3,Central
1848,800075301,1126.24167102939,5,146.8,114.0,Churned,Under Weight,2000 - 2999,Malay,Nesting Families,Urban,1-3,Central
1849,800081601,80.7978498267804,135,59.394814814814794,443.0,Best customers,Healthy,3000 - 3999,Malay,Nesting Families,Urban,4,East Coast
1850,800082301,769.2839354124588,43,24.974418604651166,121.0,Lost,Healthy,>5000,Chinese,Teens and Toddlers,Urban,4,South
1851,800082701,135.74523383379517,125,102.25439999999998,234.0,At-Risk,Healthy,>5000,Chinese,Teens and Toddlers,Urban,7+,South
1852,800083001,95.66725075555168,99,40.256565656565684,332.0,Low-Spending Loyalists,Healthy,>5000,Malay,Nesting Families,Rural,1-3,South
1853,800083501,102.18650996431604,3,74.8,314.0,At-Risk,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,7+,South
1854,800083601,87.25122260556122,71,24.7943661971831,421.0,New customers,Under Weight,3000 - 3999,Chinese,Yankys,Urban,1-3,Central
1855,800083901,1116.985377307828,5,31.18,111.0,Lost,Under Weight,2000 - 2999,Malay,Teens Aches,Rural,1-3,Central
1856,800089201,109.0045168287893,109,46.52568807339449,233.0,Potential Loyalists,Over Weight,>5000,Malay,Nesting Families,Urban,5,Central
1857,800089801,87.81400108459273,154,83.91623376623379,444.0,Best customers,Under Weight,< 1500,Malay,Teens and Toddlers,Urban,7+,East Coast
1858,800089901,829.6209523871383,33,90.99090909090906,124.0,At-Risk,Under Weight,4000 - 4999,Others,Teens and Toddlers,Urban,7+,Central
1859,800090001,97.80747988062728,152,67.61381578947366,344.0,Loyalists,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,5,North
1860,800090301,1149.6334519258737,4,150.675,114.0,Churned,Under Weight,< 1500,Malay,Nesting Families,Urban,5,North
1861,800095801,89.50593471044428,115,35.29913043478258,332.0,Low-Spending Loyalists,Under Weight,3000 - 3999,Others,Teens and Toddlers,Urban,6,Central
1862,800096001,94.82775807701344,135,49.18222222222223,343.0,Loyalists,Under Weight,3000 - 3999,Chinese,Matured Families,Urban,4,Central
1863,800101601,932.0561444254671,14,49.385714285714286,113.0,Churned,Under Weight,>5000,Malay,Teens and Toddlers,Rural,6,East Coast
1864,800101701,107.65389891422325,2,73.95,214.0,At-Risk,Under Weight,>5000,Malay,Nesting Families,Urban,5,Central
1865,800102101,903.2522499384535,12,12.233333333333334,111.0,Lost,Under Weight,< 1500,Malay,Nesting Families,Urban,5,North
1866,800103801,10.24399807259133,1,23.800000000000004,411.0,New customers,Under Weight,>5000,Malay,Nesting Families,Rural,4,East Coast
1867,800104201,801.7330232853084,22,73.36363636363636,114.0,Churned,Obese,2000 - 2999,Others,Teens and Toddlers,Rural,5,Central
1868,800105701,80.7978498267804,127,57.19212598425196,443.0,Best customers,Under Weight,>5000,Chinese,Nesting Families,Urban,1-3,Central
1869,800110101,974.5943559119536,16,7.081250000000001,111.0,Lost,Under Weight,< 1500,Chinese,Yankys,Urban,1-3,Central
1870,800110201,1079.6013617932977,12,58.0,113.0,Churned,Over Weight,4000 - 4999,Malay,Teens and Toddlers,Urban,4,South
1871,800110501,87.81400108459273,140,55.91500000000002,443.0,Best customers,Under Weight,3000 - 3999,Others,Nesting Families,Urban,1-3,Central
1872,800111001,109.66681551127492,2,185.55,214.0,At-Risk,Under Weight,3000 - 3999,Others,Matured Families,Urban,6,North
1873,800111201,93.4267205865875,147,49.90408163265304,343.0,Loyalists,Healthy,< 1500,Malay,Teens and Toddlers,Urban,6,East Coast
1874,800111801,1067.9847063977277,11,40.77272727272727,112.0,Lost,Under Weight,>5000,Others,Yankys,Urban,5,Central
1875,800111901,106.52757042967538,2,84.3,314.0,At-Risk,Under Weight,>5000,Malay,Teens and Toddlers,Urban,6,East Coast
1876,800112801,668.9755845598805,70,50.174285714285695,123.0,Churned,Under Weight,2000 - 2999,Malay,Nesting Families,Rural,1-3,East Coast
1877,800114201,91.50832535950651,115,21.340869565217382,331.0,Potential Loyalists,Under Weight,1500 - 1999,Malay,Teens Aches,Urban,5,North
1878,800114301,568.4839676813933,72,16.116666666666667,121.0,Lost,Under Weight,4000 - 4999,Malay,Teens Aches,Rural,1-3,North
1879,800114401,913.9821294828371,37,78.64864864864866,124.0,At-Risk,Under Weight,4000 - 4999,Malay,Teens and Toddlers,Urban,6,Central
1880,800114701,111.82882013607066,127,20.774015748031502,241.0,At-Risk,Healthy,2000 - 2999,Malay,Nesting Families,Urban,1-3,Central
1881,800114901,110.99683458224209,100,38.28000000000001,232.0,At-Risk,Over Weight,4000 - 4999,Malay,Nesting Families,Urban,1-3,Central
1882,800115001,493.76563377298976,94,41.70212765957449,132.0,Churned,Under Weight,3000 - 3999,Malay,Teens Aches,Urban,5,Central
1883,800115101,325.8334929490492,35,125.35428571428572,224.0,At-Risk,Under Weight,>5000,Chinese,Teens and Toddlers,Urban,7+,Central
1884,800118101,1046.9843996402064,19,63.24210526315789,113.0,Churned,Under Weight,>5000,Others,Matured Families,Urban,5,Central
1885,800118901,99.27421172454167,109,47.493577981651384,333.0,Loyalists,Over Weight,>5000,Chinese,Teens and Toddlers,Urban,6,Central
1886,800120201,923.2215642606033,13,41.58461538461539,112.0,Lost,Under Weight,2000 - 2999,Malay,Nesting Families,Rural,7+,Central
1887,800125501,93.70284917873171,154,56.416883116883135,343.0,Loyalists,Healthy,4000 - 4999,Chinese,Teens Aches,Urban,1-3,South
1888,800125601,874.2898531911164,26,95.54999999999998,124.0,At-Risk,Healthy,>5000,Chinese,Nesting Families,Urban,4,Central
1889,800125701,140.920734080322,64,50.43437499999999,223.0,At-Risk,Healthy,2000 - 2999,Malay,Teens and Toddlers,Urban,4,Central
1890,800125801,297.94518007257204,97,75.00000000000001,234.0,At-Risk,Healthy,3000 - 3999,Chinese,Nesting Families,Urban,4,Central
1891,800126101,101.3554122404115,118,27.503389830508468,331.0,Potential Loyalists,Under Weight,>5000,Chinese,Teens Aches,Urban,4,Central
1892,800126501,780.9790860810222,39,24.57179487179487,121.0,Lost,Under Weight,2000 - 2999,Chinese,Nesting Families,Urban,7+,North
1893,800126701,92.24360455365657,132,25.550757575757565,341.0,Low-Spending Loyalists,Healthy,>5000,Chinese,Teens Aches,Urban,1-3,Central
1894,800126801,192.43942322873937,108,41.6425925925926,232.0,At-Risk,Over Weight,3000 - 3999,Chinese,Matured Families,Urban,4,Central
1895,800127301,122.10937070271852,141,24.771631205673746,241.0,At-Risk,Over Weight,2000 - 2999,Chinese,Matured Families,Rural,1-3,South
1896,800128701,822.9206079754259,31,46.66774193548388,123.0,Churned,Under Weight,1500 - 1999,Malay,Teens Aches,Urban,4,North
1897,800128901,106.02532917898851,105,99.56571428571428,334.0,Loyalists,Over Weight,>5000,Chinese,Teens and Toddlers,Urban,5,Central
1898,800129401,103.35448289491322,105,21.444761904761908,331.0,Potential Loyalists,Under Weight,4000 - 4999,Chinese,Matured Families,Urban,1-3,Central
1899,800130201,92.24360455365657,90,46.053333333333356,333.0,Loyalists,Under Weight,>5000,Malay,Teens and Toddlers,Urban,5,Central
1900,800130301,98.18336487462415,156,43.99294871794872,342.0,Low-Spending Loyalists,Under Weight,3000 - 3999,Malay,Teens Aches,Urban,4,North
1901,800132301,115.85902414245992,108,51.83703703703704,233.0,Potential Loyalists,Under Weight,>5000,Chinese,Teens Aches,Urban,5,Central
1902,800133101,87.25122260556122,107,57.92990654205608,433.0,Best customers,Obese,>5000,Chinese,Nesting Families,Urban,4,Central
1903,800133401,109.89121476563103,4,17.15,211.0,Lost,Under Weight,>5000,Chinese,Nesting Families,Urban,7+,Central
1904,800133901,82.88579638629777,114,43.94912280701755,432.0,Low-Spending Loyalists,Over Weight,>5000,Chinese,Yankys,Urban,1-3,Central
1905,800134401,149.3703980772115,109,85.31559633027523,234.0,At-Risk,Under Weight,1500 - 1999,Malay,Nesting Families,Rural,7+,North
1906,800134501,108.32577672472178,2,26.8,211.0,Lost,Healthy,>5000,Chinese,Nesting Families,Urban,5,North
1907,800134801,82.88579638629777,102,32.03333333333334,432.0,Low-Spending Loyalists,Over Weight,1500 - 1999,Malay,Nesting Families,Urban,5,North
1908,800134901,109.89121476563103,2,17.900000000000002,211.0,Lost,Under Weight,>5000,Chinese,Teens Aches,Urban,5,Central
1909,800135301,980.8838118862589,9,531.3333333333334,114.0,Churned,Healthy,3000 - 3999,Others,Nesting Families,Urban,4,North
1910,800135501,82.88579638629777,144,51.48819444444442,443.0,Best customers,Healthy,>5000,Chinese,Teens Aches,Urban,4,Central
1911,800135801,115.85902414245992,110,23.90636363636363,231.0,Churned,Healthy,>5000,Malay,Nesting Families,Urban,5,East Coast
1912,800135901,547.1831606467703,55,22.607272727272726,121.0,Lost,Under Weight,>5000,Malay,Teens and Toddlers,Urban,7+,East Coast
1913,800136001,94.82775807701344,152,85.00855263157894,344.0,Loyalists,Under Weight,4000 - 4999,Malay,Nesting Families,Urban,1-3,East Coast
1914,800136301,80.7978498267804,131,53.19847328244275,443.0,Best customers,Healthy,>5000,Chinese,Matured Families,Urban,1-3,Central
1915,800136601,105.62134984993548,3,21.899999999999995,311.0,New customers,Under Weight,>5000,Chinese,Teens Aches,Urban,5,Central
1916,800136901,1083.696660356422,7,45.628571428571426,112.0,Lost,Healthy,>5000,Chinese,Nesting Families,Urban,1-3,South
1917,800137501,97.80747988062728,115,43.023478260869574,332.0,Low-Spending Loyalists,Healthy,4000 - 4999,Chinese,Teens Aches,Urban,5,South
1918,800139701,706.2795427222219,46,91.78478260869564,124.0,At-Risk,Under Weight,1500 - 1999,Chinese,Teens Aches,Urban,4,North
1919,800139901,850.7485208110421,35,26.997142857142858,121.0,Lost,Under Weight,>5000,Malay,Teens Aches,Urban,5,Central
1920,800140201,1067.8935371299601,9,44.29999999999999,112.0,Lost,Under Weight,2000 - 2999,Others,Nesting Families,Urban,4,North
1921,800140301,102.48214640459402,135,27.748888888888885,341.0,Low-Spending Loyalists,Obese,1500 - 1999,Malay,Empty Nesters,Urban,1-3,North
1922,800140801,93.4267205865875,45,26.002222222222226,321.0,New customers,Over Weight,1500 - 1999,Malay,Teens and Toddlers,Urban,4,East Coast
1923,800141101,82.88579638629777,144,63.673611111111114,443.0,Best customers,Obese,>5000,Malay,Teens and Toddlers,Urban,5,East Coast
1924,800142401,107.65389891422325,3,25.966666666666665,211.0,Lost,Under Weight,2000 - 2999,Others,Nesting Families,Urban,5,North
1925,800142801,94.82775807701344,82,29.33780487804878,331.0,Potential Loyalists,Over Weight,< 1500,Malay,Nesting Families,Urban,1-3,Central
1926,800142901,110.11470129155566,3,49.13333333333333,213.0,Churned,Under Weight,< 1500,Malay,Teens and Toddlers,Urban,6,Central
1927,800143001,927.9823990914615,28,88.38571428571429,124.0,At-Risk,Under Weight,< 1500,Malay,Yankys,Urban,1-3,North
1928,800143201,755.1302671296959,48,16.737499999999994,121.0,Lost,Under Weight,< 1500,Chinese,Yankys,Urban,1-3,Central
1929,800146201,1116.8683819851192,6,30.666666666666668,111.0,Lost,Under Weight,>5000,Chinese,Matured Families,Urban,1-3,Central
1930,800146501,1018.9839709614696,22,31.672727272727276,111.0,Lost,Healthy,3000 - 3999,Malay,Matured Families,Urban,4,Central
1931,800146701,97.80747988062728,132,56.12575757575757,343.0,Loyalists,Healthy,3000 - 3999,Chinese,Yankys,Urban,1-3,North
1932,800146901,507.1194782394844,51,96.09215686274514,124.0,At-Risk,Under Weight,< 1500,Others,Empty Nesters,Urban,1-3,North
1933,800147001,80.7978498267804,133,79.26992481203,444.0,Best customers,Under Weight,>5000,Chinese,Teens Aches,Urban,5,North
1934,800147101,98.5933734559489,86,107.196511627907,334.0,Loyalists,Under Weight,>5000,Malay,Nesting Families,Urban,4,North
1935,800147201,87.25122260556122,148,19.042567567567573,441.0,Low-Spending Loyalists,Under Weight,< 1500,Chinese,Matured Families,Urban,1-3,North
1936,800147301,556.1954622623105,61,15.645901639344258,121.0,Lost,Under Weight,1500 - 1999,Malay,Nesting Families,Urban,4,North
1937,800147701,1007.2955817170506,12,21.333333333333332,111.0,Lost,Under Weight,2000 - 2999,Others,Teens Aches,Urban,1-3,Central
1938,800147801,85.20779609353276,104,32.622115384615384,432.0,Low-Spending Loyalists,Under Weight,3000 - 3999,Malay,Teens Aches,Urban,5,Central
1939,800147901,97.04344955360588,150,94.55199999999998,344.0,Loyalists,Under Weight,>5000,Others,Teens and Toddlers,Urban,4,Central
1940,800148201,82.88579638629777,153,92.6078431372549,444.0,Best customers,Over Weight,3000 - 3999,Others,Nesting Families,Urban,6,Central
1941,800148301,708.5673684173473,29,58.14827586206898,123.0,Churned,Under Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,6,Central
1942,800148501,82.88579638629777,127,56.519685039370074,443.0,Best customers,Healthy,>5000,Malay,Nesting Families,Urban,4,Central
1943,800149501,104.25167105840806,3,24.900000000000002,311.0,New customers,Under Weight,< 1500,Chinese,Yankys,Urban,1-3,Central
1944,800149901,136.8806746881056,114,62.401754385964885,233.0,Potential Loyalists,Healthy,3000 - 3999,Malay,Nesting Families,Urban,4,Central
1945,800150001,1088.9850013238815,11,55.51818181818182,113.0,Churned,Under Weight,>5000,Malay,Teens and Toddlers,Urban,5,Central
1946,800150501,85.20779609353276,130,61.59769230769228,443.0,Best customers,Under Weight,>5000,Chinese,Teens and Toddlers,Urban,6,Central
1947,800150701,432.78064581127876,87,32.5,132.0,Churned,Under Weight,4000 - 4999,Malay,Nesting Families,Urban,1-3,Central
1948,800151101,89.50593471044428,102,53.99999999999999,333.0,Loyalists,Over Weight,>5000,Chinese,Nesting Families,Urban,4,Central
1949,800151401,1058.5060537470354,20,53.545,113.0,Churned,Under Weight,>5000,Chinese,Yankys,Urban,1-3,Central
1950,800153401,892.9817092184949,28,66.06428571428572,124.0,At-Risk,Under Weight,2000 - 2999,Malay,Teens and Toddlers,Urban,7+,Central
1951,800153801,92.24360455365657,148,74.82027027027024,344.0,Loyalists,Healthy,3000 - 3999,Malay,Nesting Families,Urban,4,Central
1952,800154601,988.5953756595425,27,55.75925925925927,123.0,Churned,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,4,Central
1953,800155001,140.1067213472313,82,20.82317073170732,231.0,Churned,Over Weight,1500 - 1999,Malay,Yankys,Urban,1-3,Central
1954,800155301,99.37071497681738,78,35.60384615384614,332.0,Low-Spending Loyalists,Over Weight,>5000,Malay,Yankys,Urban,1-3,Central
1955,800155801,662.8834069761149,33,38.636363636363626,122.0,Lost,Under Weight,3000 - 3999,Malay,Nesting Families,Urban,4,Central
1956,800155901,80.7978498267804,145,53.08,443.0,Best customers,Under Weight,3000 - 3999,Malay,Teens Aches,Urban,5,North
1957,800156201,923.1674065148017,25,141.9,114.0,Churned,Under Weight,>5000,Malay,Teens and Toddlers,Urban,5,Central
1958,800157801,98.98166514180717,141,56.99432624113476,343.0,Loyalists,Obese,>5000,Malay,Teens Aches,Urban,6,Central
1959,800158101,720.1203341825975,31,33.012903225806454,122.0,Lost,Under Weight,1500 - 1999,Malay,Nesting Families,Urban,4,Central
1960,800158501,102.41011354374541,128,42.008593749999996,342.0,Low-Spending Loyalists,Healthy,3000 - 3999,Malay,Teens and Toddlers,Urban,6,Central
1961,800158701,93.85884956997977,117,58.999999999999986,333.0,Loyalists,Over Weight,< 1500,Malay,Teens and Toddlers,Rural,5,North
1962,800158801,1025.7007019258886,10,41.76,112.0,Lost,Under Weight,3000 - 3999,Malay,Teens Aches,Urban,1-3,Central
1963,800158902,93.4267205865875,154,43.051948051948045,342.0,Low-Spending Loyalists,Healthy,>5000,Malay,Matured Families,Urban,4,Central
1964,800159001,92.86951291951968,86,38.1732558139535,332.0,Low-Spending Loyalists,Under Weight,>5000,Malay,Nesting Families,Urban,6,Central
